From,To,Valid-From,Valid-Until,Days,Departure,Arrival,Flight,Aircraft,Duration,from,until,AircraftName,ICAO,Capacity,FromAirport,FromCity,FromCountry,FromLatitude,FromLongitude,ToAirport,ToCity,ToCountry,ToLatitude,ToLongitude,passenger_pre,To_city_country,population_from,population,city_id,from_city_id,from_to
AAL,AAR,2009-01-02,2009-01-30,17,19:40,20:05,BA8280,D38,00:25,2,30,Fairchild Dornier Do.328,D328,33,Aalborg,Aalborg,Denmark,57.092789,9.849164,Aarhus,Aarhus,Denmark,56.300017,10.619008,9,Denmark_Aarhus,122219.0,237551.0,2451,4162,AAL_AAR
OSL,AAR,2009-01-03,2009-01-30,2345,18:25,19:35,BA8272,D38,01:10,3,30,Fairchild Dornier Do.328,D328,33,Gardermoen,Oslo,Norway,60.193917,11.100361,Aarhus,Aarhus,Denmark,56.300017,10.619008,18,Denmark_Aarhus,693494.0,237551.0,2451,719,OSL_AAR
OSL,AAR,2009-01-02,2009-01-30,1234,09:00,10:10,BA8270,D38,01:10,2,30,Fairchild Dornier Do.328,D328,33,Gardermoen,Oslo,Norway,60.193917,11.100361,Aarhus,Aarhus,Denmark,56.300017,10.619008,18,Denmark_Aarhus,693494.0,237551.0,2451,719,OSL_AAR
OSL,AAR,2009-01-02,2009-01-30,17,18:20,20:05,BA8280,D38,01:45,2,30,Fairchild Dornier Do.328,D328,33,Gardermoen,Oslo,Norway,60.193917,11.100361,Aarhus,Aarhus,Denmark,56.300017,10.619008,9,Denmark_Aarhus,693494.0,237551.0,2451,719,OSL_AAR
AAL,OSL,2009-01-03,2009-01-30,2345,17:25,18:25,BA8275,D38,01:00,3,30,Fairchild Dornier Do.328,D328,33,Aalborg,Aalborg,Denmark,57.092789,9.849164,Gardermoen,Oslo,Norway,60.193917,11.100361,18,Norway_Oslo,122219.0,693494.0,719,4162,AAL_OSL
AAL,OSL,2009-01-02,2009-01-30,1234,07:15,08:15,BA8273,D38,01:00,2,30,Fairchild Dornier Do.328,D328,33,Aalborg,Aalborg,Denmark,57.092789,9.849164,Gardermoen,Oslo,Norway,60.193917,11.100361,18,Norway_Oslo,122219.0,693494.0,719,4162,AAL_OSL
AAL,OSL,2009-01-02,2009-01-30,17,16:50,17:50,BA8279,D38,01:00,2,30,Fairchild Dornier Do.328,D328,33,Aalborg,Aalborg,Denmark,57.092789,9.849164,Gardermoen,Oslo,Norway,60.193917,11.100361,9,Norway_Oslo,122219.0,693494.0,719,4162,AAL_OSL
AAR,OSL,2009-01-03,2009-01-30,2345,16:50,18:00,BA8271,D38,01:10,3,30,Fairchild Dornier Do.328,D328,33,Aarhus,Aarhus,Denmark,56.300017,10.619008,Gardermoen,Oslo,Norway,60.193917,11.100361,18,Norway_Oslo,237551.0,693494.0,719,2451,AAR_OSL
AAR,OSL,2009-01-02,2009-01-30,1234,07:20,08:30,BA8269,D38,01:10,2,30,Fairchild Dornier Do.328,D328,33,Aarhus,Aarhus,Denmark,56.300017,10.619008,Gardermoen,Oslo,Norway,60.193917,11.100361,18,Norway_Oslo,237551.0,693494.0,719,2451,AAR_OSL
AAR,OSL,2009-01-02,2009-01-30,17,16:05,17:50,BA8279,D38,01:45,2,30,Fairchild Dornier Do.328,D328,33,Aarhus,Aarhus,Denmark,56.300017,10.619008,Gardermoen,Oslo,Norway,60.193917,11.100361,9,Norway_Oslo,237551.0,693494.0,719,2451,AAR_OSL
SRP,OSL,2009-01-02,2009-01-30,1234,07:10,07:55,BA8234,D38,00:45,2,30,Fairchild Dornier Do.328,D328,33,Sorstokken,Stord,Norway,59.791925,5.34085,Gardermoen,Oslo,Norway,60.193917,11.100361,18,Norway_Oslo,18861.0,693494.0,719,21410,SRP_OSL
SRP,OSL,2009-01-02,2009-01-30,123,16:40,17:30,BA8239,D38,00:50,2,30,Fairchild Dornier Do.328,D328,33,Sorstokken,Stord,Norway,59.791925,5.34085,Gardermoen,Oslo,Norway,60.193917,11.100361,14,Norway_Oslo,18861.0,693494.0,719,21410,SRP_OSL
SRP,OSL,2009-01-02,2009-01-30,4,15:55,16:45,BA8236,D38,00:50,2,30,Fairchild Dornier Do.328,D328,33,Sorstokken,Stord,Norway,59.791925,5.34085,Gardermoen,Oslo,Norway,60.193917,11.100361,4,Norway_Oslo,18861.0,693494.0,719,21410,SRP_OSL
SRP,OSL,2009-01-02,2009-01-30,4,18:40,19:30,BA8239,D38,00:50,2,30,Fairchild Dornier Do.328,D328,33,Sorstokken,Stord,Norway,59.791925,5.34085,Gardermoen,Oslo,Norway,60.193917,11.100361,4,Norway_Oslo,18861.0,693494.0,719,21410,SRP_OSL
SRP,OSL,2009-01-02,2009-01-30,7,17:10,18:00,BA8239,D38,00:50,2,30,Fairchild Dornier Do.328,D328,33,Sorstokken,Stord,Norway,59.791925,5.34085,Gardermoen,Oslo,Norway,60.193917,11.100361,4,Norway_Oslo,18861.0,693494.0,719,21410,SRP_OSL
HEL,OSL,2009-01-05,2009-01-25,3457,17:55,18:25,AY657,E90,01:30,5,25,Embraer 190,E190,98,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Gardermoen,Oslo,Norway,60.193917,11.100361,56,Norway_Oslo,642045.0,693494.0,719,722,HEL_OSL
HEL,OSL,2009-01-02,2009-01-12,14567,12:10,12:40,AY655,E70,01:30,2,12,Embraer 170,E170,70,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Gardermoen,Oslo,Norway,60.193917,11.100361,50,Norway_Oslo,642045.0,693494.0,719,722,HEL_OSL
HEL,OSL,2009-01-02,2009-01-30,6,16:45,17:15,AY657,E70,01:30,2,30,Embraer 170,E170,70,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Gardermoen,Oslo,Norway,60.193917,11.100361,10,Norway_Oslo,642045.0,693494.0,719,722,HEL_OSL
LHR,OSL,2009-01-02,2009-01-30,1234567,20:15,23:30,BA770,319,02:15,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Gardermoen,Oslo,Norway,60.193917,11.100361,124,Norway_Oslo,11120000.0,693494.0,719,33,LHR_OSL
LHR,OSL,2009-01-02,2009-01-30,1234567,07:20,10:30,BA762,320,02:10,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Gardermoen,Oslo,Norway,60.193917,11.100361,150,Norway_Oslo,11120000.0,693494.0,719,33,LHR_OSL
LHR,OSL,2009-01-02,2009-01-30,1234567,13:00,16:15,BA766,320,02:15,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Gardermoen,Oslo,Norway,60.193917,11.100361,150,Norway_Oslo,11120000.0,693494.0,719,33,LHR_OSL
JFK,BRU,2009-01-02,2009-01-30,1234567,18:15,07:40+1,AA172,763,07:25,2,30,Boeing 767-300 pax,B763,269,John F Kennedy Intl,New York,United States,40.639751,-73.778925,Brussels Natl,Brussels,Belgium,50.901389,4.484444,269,Belgium_Brussels,18713220.0,1743000.0,421,12,JFK_BRU
ORD,BRU,2009-01-02,2009-01-30,1234567,16:35,07:30+1,AA88,763,07:55,2,30,Boeing 767-300 pax,B763,269,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Brussels Natl,Brussels,Belgium,50.901389,4.484444,269,Belgium_Brussels,8604203.0,1743000.0,421,51,ORD_BRU
LHR,BRU,2009-01-03,2009-01-30,1234567,08:55,11:05,BA392,319,01:10,3,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,124,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-17,56,13:50,16:00,BA396,319,01:10,2,17,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,35,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,123456,06:55,09:05,BA388,319,01:10,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,106,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,123457,15:50,18:00,BA398,319,01:10,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,106,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,12347,19:55,22:05,BA400,319,01:10,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,88,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,26,20:15,22:25,BA402,319,01:10,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,35,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,5,20:00,22:10,BA400,319,01:10,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,17,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-03,2009-01-30,12345,12:25,14:35,BA394,320,01:10,3,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,107,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
LHR,BRU,2009-01-02,2009-01-30,1234567,17:40,19:50,BA404,320,01:10,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Brussels Natl,Brussels,Belgium,50.901389,4.484444,150,Belgium_Brussels,11120000.0,1743000.0,421,33,LHR_BRU
MAD,BRU,2009-01-02,2009-01-30,1234567,09:15,11:30,IB3206,320,02:15,2,30,Airbus A320-100/200,A320,150,Barajas,Madrid,Spain,40.493556,-3.566764,Brussels Natl,Brussels,Belgium,50.901389,4.484444,150,Belgium_Brussels,6006000.0,1743000.0,421,102,MAD_BRU
MAD,BRU,2009-01-02,2009-01-30,1234567,12:15,14:30,IB3202,320,02:15,2,30,Airbus A320-100/200,A320,150,Barajas,Madrid,Spain,40.493556,-3.566764,Brussels Natl,Brussels,Belgium,50.901389,4.484444,150,Belgium_Brussels,6006000.0,1743000.0,421,102,MAD_BRU
MAD,BRU,2009-01-02,2009-01-30,1234567,16:10,18:25,IB3214,321,02:15,2,30,Airbus A321-100/200,A321,186,Barajas,Madrid,Spain,40.493556,-3.566764,Brussels Natl,Brussels,Belgium,50.901389,4.484444,186,Belgium_Brussels,6006000.0,1743000.0,421,102,MAD_BRU
MAD,BRU,2009-01-02,2009-01-30,1234567,20:00,22:15,IB3208,321,02:15,2,30,Airbus A321-100/200,A321,186,Barajas,Madrid,Spain,40.493556,-3.566764,Brussels Natl,Brussels,Belgium,50.901389,4.484444,186,Belgium_Brussels,6006000.0,1743000.0,421,102,MAD_BRU
BUD,BRU,2009-01-02,2009-01-30,1234567,17:35,19:35,MA602,73G,02:00,2,30,Boeing 737-700 pax,B737,126,Ferihegy,Budapest,Hungary,47.436933,19.255592,Brussels Natl,Brussels,Belgium,50.901389,4.484444,126,Belgium_Brussels,1723836.0,1743000.0,421,424,BUD_BRU
BUD,BRU,2009-01-02,2009-01-30,12345,06:20,08:20,MA600,73G,02:00,2,30,Boeing 737-700 pax,B737,126,Ferihegy,Budapest,Hungary,47.436933,19.255592,Brussels Natl,Brussels,Belgium,50.901389,4.484444,90,Belgium_Brussels,1723836.0,1743000.0,421,424,BUD_BRU
BUD,BRU,2009-01-02,2009-01-30,67,07:10,09:05,MA600,73G,01:55,2,30,Boeing 737-700 pax,B737,126,Ferihegy,Budapest,Hungary,47.436933,19.255592,Brussels Natl,Brussels,Belgium,50.901389,4.484444,36,Belgium_Brussels,1723836.0,1743000.0,421,424,BUD_BRU
AMM,CDG,2009-01-02,2009-01-23,357,07:00,11:15,RJ117,321,05:15,2,23,Airbus A321-100/200,A321,186,Queen Alia Intl,Amman,Jordan,31.722556,35.993214,Charles De Gaulle,Paris,France,49.012779,2.55,79,France_Paris,4007526.0,11027000.0,34,195,AMM_CDG
AMM,CDG,2009-01-02,2009-01-27,1246,11:45,16:00,RJ117,321,05:15,2,27,Airbus A321-100/200,A321,186,Queen Alia Intl,Amman,Jordan,31.722556,35.993214,Charles De Gaulle,Paris,France,49.012779,2.55,106,France_Paris,4007526.0,11027000.0,34,195,AMM_CDG
HEL,CDG,2009-01-02,2009-01-30,1234567,12:15,14:20,AY875,320,03:05,2,30,Airbus A320-100/200,A320,150,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,642045.0,11027000.0,34,722,HEL_CDG
HEL,CDG,2009-01-03,2009-01-12,134567,07:35,09:40,AY871,321,03:05,3,12,Airbus A321-100/200,A321,186,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Charles De Gaulle,Paris,France,49.012779,2.55,159,France_Paris,642045.0,11027000.0,34,722,HEL_CDG
HEL,CDG,2009-01-02,2009-01-30,1234567,09:25,11:30,AY879,321,03:05,2,30,Airbus A321-100/200,A321,186,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Charles De Gaulle,Paris,France,49.012779,2.55,186,France_Paris,642045.0,11027000.0,34,722,HEL_CDG
HEL,CDG,2009-01-02,2009-01-30,1234567,16:05,18:10,AY873,321,03:05,2,30,Airbus A321-100/200,A321,186,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Charles De Gaulle,Paris,France,49.012779,2.55,186,France_Paris,642045.0,11027000.0,34,722,HEL_CDG
JFK,CDG,2009-01-02,2009-01-30,1234567,17:55,07:20+1,AA44,763,07:25,2,30,Boeing 767-300 pax,B763,269,John F Kennedy Intl,New York,United States,40.639751,-73.778925,Charles De Gaulle,Paris,France,49.012779,2.55,269,France_Paris,18713220.0,11027000.0,34,12,JFK_CDG
JFK,CDG,2009-01-02,2009-01-30,24567,22:00,11:15+1,AA120,763,07:15,2,30,Boeing 767-300 pax,B763,269,John F Kennedy Intl,New York,United States,40.639751,-73.778925,Charles De Gaulle,Paris,France,49.012779,2.55,192,France_Paris,18713220.0,11027000.0,34,12,JFK_CDG
MIA,CDG,2009-01-02,2009-01-30,1234567,18:20,09:10+1,AA62,763,08:50,2,30,Boeing 767-300 pax,B763,269,Miami Intl,Miami,United States,25.79325,-80.290556,Charles De Gaulle,Paris,France,49.012779,2.55,269,France_Paris,6445545.0,11027000.0,34,91,MIA_CDG
ORD,CDG,2009-01-02,2009-01-30,1234567,17:30,08:35+1,AA42,763,08:05,2,30,Boeing 767-300 pax,B763,269,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Charles De Gaulle,Paris,France,49.012779,2.55,269,France_Paris,8604203.0,11027000.0,34,51,ORD_CDG
HKG,CDG,2009-01-02,2009-01-30,123456,23:45,05:50+1,CX261,744,13:05,2,30,Boeing 747-400 pax,B744,416,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Charles De Gaulle,Paris,France,49.012779,2.55,356,France_Paris,7398000.0,11027000.0,34,70,HKG_CDG
HKG,CDG,2009-01-02,2009-01-30,7,23:45,05:55+1,CX261,744,13:10,2,30,Boeing 747-400 pax,B744,416,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Charles De Gaulle,Paris,France,49.012779,2.55,59,France_Paris,7398000.0,11027000.0,34,70,HKG_CDG
HKG,CDG,2009-01-02,2009-01-30,357,23:00,05:45+1,CX263,343,13:45,2,30,Airbus A340-300,A343,335,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,Charles De Gaulle,Paris,France,49.012779,2.55,143,France_Paris,7398000.0,11027000.0,34,70,HKG_CDG
LHR,CDG,2009-01-02,2009-01-23,12345,07:20,09:40,BA304,319,01:20,2,23,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,88,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,19:50,22:05,BA326,319,01:15,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,124,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-23,123457,16:15,18:35,BA318,320,01:20,2,23,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,128,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,06:15,08:25,BA302,320,01:10,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,09:10,11:30,BA306,320,01:20,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,11:25,13:45,BA308,320,01:20,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,15:05,17:25,BA316,320,01:20,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
LHR,CDG,2009-01-02,2009-01-30,1234567,17:15,19:35,BA322,320,01:20,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Charles De Gaulle,Paris,France,49.012779,2.55,150,France_Paris,11120000.0,11027000.0,34,33,LHR_CDG
NGO,CDG,2009-01-02,2009-01-30,1234567,10:00,14:40,JL437,777,12:40,2,30,Boeing 777 all pax models,\N,305,Chubu Centrair Intl,Nagoya,Japan,34.858414,136.805408,Charles De Gaulle,Paris,France,49.012779,2.55,305,France_Paris,9522000.0,11027000.0,34,43,NGO_CDG
NRT,CDG,2009-01-02,2009-01-30,1234567,11:00,15:45,JL405,773,12:45,2,30,Boeing 777-300 pax,B773,386,Narita Intl,Tokyo,Japan,35.764722,140.386389,Charles De Gaulle,Paris,France,49.012779,2.55,386,France_Paris,39105000.0,11027000.0,34,0,NRT_CDG
BUD,CDG,2009-01-02,2009-01-30,1234567,15:45,18:05,MA554,73G,02:20,2,30,Boeing 737-700 pax,B737,126,Ferihegy,Budapest,Hungary,47.436933,19.255592,Charles De Gaulle,Paris,France,49.012779,2.55,126,France_Paris,1723836.0,11027000.0,34,424,BUD_CDG
BUD,CDG,2009-01-02,2009-01-30,12345,09:40,12:00,MA550,73G,02:20,2,30,Boeing 737-700 pax,B737,126,Ferihegy,Budapest,Hungary,47.436933,19.255592,Charles De Gaulle,Paris,France,49.012779,2.55,90,France_Paris,1723836.0,11027000.0,34,424,BUD_CDG
BUD,CDG,2009-01-02,2009-01-30,123457,19:25,21:45,MA556,736,02:20,2,30,Boeing 737-600 pax,B736,110,Ferihegy,Budapest,Hungary,47.436933,19.255592,Charles De Gaulle,Paris,France,49.012779,2.55,94,France_Paris,1723836.0,11027000.0,34,424,BUD_CDG
HEL,MAN,2009-01-02,2009-01-30,1234567,16:00,17:00,AY937,319,03:00,2,30,Airbus A319,A319,124,Helsinki Vantaa,Helsinki,Finland,60.317222,24.963333,Manchester,Manchester,United Kingdom,53.353744,-2.27495,124,United Kingdom_Manchester,642045.0,547627.0,1301,722,HEL_MAN
ORD,MAN,2009-01-02,2009-01-30,24567,17:35,07:05+1,AA54,763,07:30,2,30,Boeing 767-300 pax,B763,269,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Manchester,Manchester,United Kingdom,53.353744,-2.27495,192,United Kingdom_Manchester,8604203.0,547627.0,1301,51,ORD_MAN
LAX,MAN,2009-01-02,2009-01-30,24567,09:30,07:05+1,AA54,763,13:35,2,30,Boeing 767-300 pax,B763,269,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075,Manchester,Manchester,United Kingdom,53.353744,-2.27495,192,United Kingdom_Manchester,12750807.0,547627.0,1301,27,LAX_MAN
LGW,MAN,2009-01-02,2009-01-30,1234567,08:20,09:25,BA2904,734,01:05,2,30,Boeing 737-400 pax,B734,146,Gatwick,London,United Kingdom,51.148056,-0.190278,Manchester,Manchester,United Kingdom,53.353744,-2.27495,146,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LGW_MAN
LGW,MAN,2009-01-02,2009-01-30,1234567,16:15,17:15,BA2908,734,01:00,2,30,Boeing 737-400 pax,B734,146,Gatwick,London,United Kingdom,51.148056,-0.190278,Manchester,Manchester,United Kingdom,53.353744,-2.27495,146,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LGW_MAN
LGW,MAN,2009-01-02,2009-01-30,123457,17:45,18:50,BA2910,734,01:05,2,30,Boeing 737-400 pax,B734,146,Gatwick,London,United Kingdom,51.148056,-0.190278,Manchester,Manchester,United Kingdom,53.353744,-2.27495,125,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LGW_MAN
LGW,MAN,2009-01-03,2009-01-30,12345,12:40,13:40,BA2906,735,01:00,3,30,Boeing 737-500 pax,B735,108,Gatwick,London,United Kingdom,51.148056,-0.190278,Manchester,Manchester,United Kingdom,53.353744,-2.27495,77,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LGW_MAN
LHR,MAN,2009-01-02,2009-01-30,1234567,07:40,08:45,BA1384,319,01:05,2,30,Airbus A319,A319,124,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,124,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-26,1345,17:45,18:50,BA1402,320,01:05,2,26,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,85,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,1234567,13:40,14:40,BA1394,320,01:00,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,150,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,1234567,19:20,20:20,BA1404,320,01:00,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,150,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,12345,06:35,07:35,BA1382,320,01:00,2,30,Airbus A320-100/200,A320,150,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,107,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,1234567,17:00,18:00,BA1398,321,01:00,2,30,Airbus A321-100/200,A321,186,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,186,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,12345,08:55,10:00,BA1386,321,01:05,2,30,Airbus A321-100/200,A321,186,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,132,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
LHR,MAN,2009-01-02,2009-01-30,12345,15:15,16:15,BA1396,321,01:00,2,30,Airbus A321-100/200,A321,186,Heathrow,London,United Kingdom,51.4775,-0.461389,Manchester,Manchester,United Kingdom,53.353744,-2.27495,132,United Kingdom_Manchester,11120000.0,547627.0,1301,33,LHR_MAN
BRU,LHR,2009-01-03,2009-01-30,1234567,12:15,12:35,BA393,319,01:20,3,30,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,124,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-17,56,17:10,17:25,BA397,319,01:15,2,17,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,35,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-30,1234567,07:15,07:30,BA389,319,01:15,2,30,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,124,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-30,123456,09:55,10:15,BA391,319,01:20,2,30,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,106,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-30,123457,18:40,19:00,BA399,319,01:20,2,30,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,106,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-30,37,06:45,07:00,BA403,319,01:15,2,30,Airbus A319,A319,124,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,35,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-05,2009-01-30,1234567,15:15,15:30,BA395,320,01:15,5,30,Airbus A320-100/200,A320,150,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,150,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
BRU,LHR,2009-01-02,2009-01-30,123457,20:35,20:55,BA401,320,01:20,2,30,Airbus A320-100/200,A320,150,Brussels Natl,Brussels,Belgium,50.901389,4.484444,Heathrow,London,United Kingdom,51.4775,-0.461389,128,United Kingdom_London,1743000.0,11120000.0,33,421,BRU_LHR
CDG,LHR,2009-01-02,2009-01-23,12345,10:30,11:00,BA307,319,01:30,2,23,Airbus A319,A319,124,Charles De Gaulle,Paris,France,49.012779,2.55,Heathrow,London,United Kingdom,51.4775,-0.461389,88,United Kingdom_London,11027000.0,11120000.0,33,34,CDG_LHR
CDG,LHR,2009-01-02,2009-01-30,123456,07:50,08:15,BA303,319,01:25,2,30,Airbus A319,A319,124,Charles De Gaulle,Paris,France,49.012779,2.55,Heathrow,London,United Kingdom,51.4775,-0.461389,106,United Kingdom_London,11027000.0,11120000.0,33,34,CDG_LHR
