From,To,Valid-From,Valid-Until,Days,Departure,Arrival,Flight,Aircraft,Duration,from,until,AircraftName,ICAO,Capacity,FromAirport,FromCity,FromCountry,FromLatitude,FromLongitude,ToAirport,ToCity,ToCountry,ToLatitude,ToLongitude,passenger_pre,To_city_country,population_from,population,city_id,from_city_id,from_to
DCA,MSP,2009-01-02,2009-01-30,123457,20:00,23:20,AA1673,M80,04:20,2,30,McDonnell Douglas MD80,MD80,172,Ronald Reagan Washington Natl,Washington,United States,38.852083,-77.037722,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,147,United States_Minneapolis,5379184.0,2977172.0,257,129,DCA_MSP
BHM,MSP,2009-01-02,2009-01-30,123457,11:20,16:50,AA886,M80,05:30,2,30,McDonnell Douglas MD80,MD80,172,Birmingham Intl,Birmingham,United States,33.562942,-86.75355,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,147,United States_Minneapolis,739573.0,2977172.0,257,1031,BHM_MSP
IAH,MSP,2009-01-02,2009-01-30,1234567,07:50,12:20,AA450,M80,04:30,2,30,McDonnell Douglas MD80,MD80,172,George Bush Intcntl Houston,Houston,United States,29.984433,-95.341442,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,172,United States_Minneapolis,5464251.0,2977172.0,257,121,IAH_MSP
MCI,MSP,2009-01-02,2009-01-30,1234567,09:50,13:35,AA1571,M83,03:45,2,30,McDonnell Douglas MD83,MD83,172,Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,172,United States_Minneapolis,152960.0,2977172.0,257,3543,MCI_MSP
MCO,MSP,2009-01-02,2009-01-30,1234567,14:15,19:30,AA391,M80,06:15,2,30,McDonnell Douglas MD80,MD80,172,Orlando Intl,Orlando,United States,28.429394,-81.308994,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,172,United States_Minneapolis,1822394.0,2977172.0,257,409,MCO_MSP
ORD,MTJ,2009-01-02,2009-01-30,6,11:25,13:20,AA2447,M80,02:55,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Montrose County,Montrose,United States,38.500557,-107.89472,24,United States_Montrose,8604203.0,23478.0,19006,51,ORD_MTJ
ABQ,MTY,2009-01-02,2009-01-30,123457,17:05,22:30,AA885,M80,04:25,2,30,McDonnell Douglas MD80,MD80,172,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,General Mariano Escobedo Intl,Monterrey,Mexico,25.778489,-100.106878,147,Mexico_Monterrey,761195.0,1135512.0,606,1010,ABQ_MTY
TPA,MTY,2009-01-02,2009-01-30,1234567,07:20,11:55,AA575,M80,05:35,2,30,McDonnell Douglas MD80,MD80,172,Tampa Intl,Tampa,United States,27.975472,-82.53325,General Mariano Escobedo Intl,Monterrey,Mexico,25.778489,-100.106878,172,Mexico_Monterrey,2908063.0,1135512.0,606,264,TPA_MTY
ORD,OMA,2009-01-02,2009-01-30,123457,17:00,18:35,AA3930,ER4,01:35,2,30,Embraer RJ145 Amazon,E145,50,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Eppley Afld,Omaha,United States,41.303167,-95.894069,42,United States_Omaha,8604203.0,847819.0,953,51,ORD_OMA
MTY,OMA,2009-01-02,2009-01-30,6,12:50,17:30,AA576,M80,04:40,2,30,McDonnell Douglas MD80,MD80,172,General Mariano Escobedo Intl,Monterrey,Mexico,25.778489,-100.106878,Eppley Afld,Omaha,United States,41.303167,-95.894069,24,United States_Omaha,1135512.0,847819.0,953,606,MTY_OMA
PHX,OMA,2009-01-02,2009-01-30,123457,17:25,23:15,AA1706,M80,04:50,2,30,McDonnell Douglas MD80,MD80,172,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,Eppley Afld,Omaha,United States,41.303167,-95.894069,147,United States_Omaha,4219697.0,847819.0,953,186,PHX_OMA
SEA,OMA,2009-01-02,2009-01-30,123457,09:00,17:25,AA1050,M83,06:25,2,30,McDonnell Douglas MD83,MD83,172,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306,Eppley Afld,Omaha,United States,41.303167,-95.894069,147,United States_Omaha,3789215.0,847819.0,953,203,SEA_OMA
DAY,ONT,2009-01-02,2009-01-30,123457,17:50,21:55,AA661,M80,07:05,2,30,McDonnell Douglas MD80,MD80,172,James M Cox Dayton Intl,Dayton,United States,39.902375,-84.219375,Ontario Intl,Ontario,United States,34.056,-117.601194,147,United States_Ontario,718353.0,185010.0,3033,1050,DAY_ONT
MIA,ORF,2009-01-02,2009-01-30,1234567,18:55,21:20,AA5591,ER4,02:25,2,30,Embraer RJ145 Amazon,E145,50,Miami Intl,Miami,United States,25.79325,-80.290556,Norfolk Intl,Norfolk,United States,36.894611,-76.201222,50,United States_Norfolk,6445545.0,242742.0,2445,91,MIA_ORF
STL,ORF,2009-01-02,2009-01-30,1234567,18:30,21:45,AA5528,ER4,02:15,2,30,Embraer RJ145 Amazon,E145,50,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Norfolk Intl,Norfolk,United States,36.894611,-76.201222,50,United States_Norfolk,2024074.0,242742.0,2445,377,STL_ORF
STL,ORF,2009-01-02,2009-01-30,1234567,08:55,12:05,AA5311,ERD,02:10,2,30,Embraer RJ140,\N,44,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Norfolk Intl,Norfolk,United States,36.894611,-76.201222,44,United States_Norfolk,2024074.0,242742.0,2445,377,STL_ORF
OKC,PBI,2009-01-02,2009-01-30,1234567,07:05,12:35,AA1148,M80,04:30,2,30,McDonnell Douglas MD80,MD80,172,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,172,United States_West Palm Beach,972943.0,111955.0,4590,871,OKC_PBI
ORD,PBI,2009-01-02,2009-01-30,1234567,17:45,21:40,AA1095,M80,02:55,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,172,United States_West Palm Beach,8604203.0,111955.0,4590,51,ORD_PBI
ORD,PBI,2009-01-02,2009-01-30,1234567,09:35,13:35,AA1823,M83,03:00,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,172,United States_West Palm Beach,8604203.0,111955.0,4590,51,ORD_PBI
LGA,PBI,2009-01-02,2009-01-30,1234567,12:00,15:15,AA1229,M80,03:15,2,30,McDonnell Douglas MD80,MD80,172,La Guardia,New York,United States,40.777245,-73.872608,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,172,United States_West Palm Beach,18713220.0,111955.0,4590,12,LGA_PBI
IND,PHL,2009-01-02,2009-01-30,1234567,08:05,12:40,AA2296,M80,04:35,2,30,McDonnell Douglas MD80,MD80,172,Indianapolis Intl,Indianapolis,United States,39.717331,-86.294383,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,172,United States_Philadelphia,1588961.0,5649300.0,111,455,IND_PHL
MIA,PHL,2009-01-02,2009-01-30,1234567,07:15,09:50,AA858,738,02:35,2,30,Boeing 737-800 pax,B738,162,Miami Intl,Miami,United States,25.79325,-80.290556,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,162,United States_Philadelphia,6445545.0,5649300.0,111,91,MIA_PHL
MIA,PHL,2009-01-02,2009-01-30,1234567,14:40,17:25,AA1022,738,02:45,2,30,Boeing 737-800 pax,B738,162,Miami Intl,Miami,United States,25.79325,-80.290556,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,162,United States_Philadelphia,6445545.0,5649300.0,111,91,MIA_PHL
MIA,PHL,2009-01-02,2009-01-30,1234567,20:50,23:30,AA866,738,02:40,2,30,Boeing 737-800 pax,B738,162,Miami Intl,Miami,United States,25.79325,-80.290556,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,162,United States_Philadelphia,6445545.0,5649300.0,111,91,MIA_PHL
MSP,PHL,2009-01-02,2009-01-30,123457,15:55,21:25,AA408,M83,04:30,2,30,McDonnell Douglas MD83,MD83,172,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,147,United States_Philadelphia,2977172.0,5649300.0,111,257,MSP_PHL
ORD,PHL,2009-01-02,2009-01-30,1234567,06:15,09:05,AA1248,M80,01:50,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,172,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,1234567,09:40,12:40,AA2296,M80,02:00,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,172,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,123457,15:20,18:25,AA1768,M80,02:05,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,147,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,1234567,12:45,15:45,AA4171,CR7,02:00,2,30,Canadair Regional Jet 700,CRJ7,70,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,70,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,1234567,21:15,00:05+1,AA4189,CR7,01:50,2,30,Canadair Regional Jet 700,CRJ7,70,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,70,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,123457,18:20,21:25,AA408,M83,02:05,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,147,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
ORD,PHL,2009-01-02,2009-01-30,6,16:30,19:40,AA1768,M83,02:10,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,24,United States_Philadelphia,8604203.0,5649300.0,111,51,ORD_PHL
STL,PHL,2009-01-02,2009-01-30,1234567,13:20,16:35,AA5364,ERD,02:15,2,30,Embraer RJ140,\N,44,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,44,United States_Philadelphia,2024074.0,5649300.0,111,377,STL_PHL
STL,PHL,2009-01-02,2009-01-30,123457,08:15,11:35,AA5378,ERD,02:20,2,30,Embraer RJ140,\N,44,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,37,United States_Philadelphia,2024074.0,5649300.0,111,377,STL_PHL
STL,PHL,2009-01-02,2009-01-30,123457,19:05,22:25,AA5298,ERD,02:20,2,30,Embraer RJ140,\N,44,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,37,United States_Philadelphia,2024074.0,5649300.0,111,377,STL_PHL
AUS,PHL,2009-01-02,2009-01-30,123457,11:55,18:25,AA1768,M80,05:30,2,30,McDonnell Douglas MD80,MD80,172,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,147,United States_Philadelphia,1687311.0,5649300.0,111,433,AUS_PHL
ELP,PHL,2009-01-02,2009-01-30,123457,12:35,20:15,AA1086,M80,05:40,2,30,McDonnell Douglas MD80,MD80,172,El Paso Intl,El Paso,United States,31.80725,-106.377583,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,147,United States_Philadelphia,843386.0,5649300.0,111,957,ELP_PHL
LHR,PHL,2009-01-02,2009-01-30,1234567,11:15,14:15,BA67,777,08:00,2,30,Boeing 777 all pax models,\N,305,Heathrow,London,United Kingdom,51.4775,-0.461389,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,305,United States_Philadelphia,11120000.0,5649300.0,111,33,LHR_PHL
LHR,PHL,2009-01-05,2009-01-30,1234567,17:05,20:30,BA69,767,08:25,5,30,Boeing 767 all pax models,\N,216,Heathrow,London,United Kingdom,51.4775,-0.461389,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,216,United States_Philadelphia,11120000.0,5649300.0,111,33,LHR_PHL
SDQ,PHL,2009-01-02,2009-01-30,1234567,16:25,22:00,AA1738,738,06:35,2,30,Boeing 737-800 pax,B738,162,Las Americas Intl,Santo Domingo,Dominican Republic,18.429664,-69.668925,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,162,United States_Philadelphia,2581827.0,5649300.0,111,298,SDQ_PHL
SJU,PHL,2009-01-02,2009-01-30,1234567,19:05,22:00,AA1738,738,03:55,2,30,Boeing 737-800 pax,B738,162,Luis Munoz Marin Intl,San Juan,Puerto Rico,18.439417,-66.001833,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,162,United States_Philadelphia,323279.0,5649300.0,111,1957,SJU_PHL
MIA,PHX,2009-01-02,2009-01-30,1234567,17:10,20:25,AA1007,738,05:15,2,30,Boeing 737-800 pax,B738,162,Miami Intl,Miami,United States,25.79325,-80.290556,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,162,United States_Phoenix,6445545.0,4219697.0,186,91,MIA_PHX
ORD,PHX,2009-01-02,2009-01-16,1234567,13:30,16:20,AA321,M80,03:50,2,16,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,8604203.0,4219697.0,186,51,ORD_PHX
ORD,PHX,2009-01-02,2009-01-30,1234567,07:25,10:20,AA2455,M80,03:55,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,8604203.0,4219697.0,186,51,ORD_PHX
ORD,PHX,2009-01-02,2009-01-30,1234567,10:00,13:00,AA2481,M80,04:00,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,8604203.0,4219697.0,186,51,ORD_PHX
ORD,PHX,2009-01-02,2009-01-30,1234567,16:45,19:40,AA593,M80,03:55,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,8604203.0,4219697.0,186,51,ORD_PHX
ORD,PHX,2009-01-02,2009-01-30,1234567,19:05,21:55,AA1733,M80,03:50,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,8604203.0,4219697.0,186,51,ORD_PHX
SDF,PHX,2009-01-02,2009-01-30,123457,12:45,16:40,AA1457,M80,05:55,2,30,McDonnell Douglas MD80,MD80,172,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,147,United States_Phoenix,1005654.0,4219697.0,186,694,SDF_PHX
STL,PHX,2009-01-02,2009-01-30,1234567,07:45,13:00,AA2481,M80,06:15,2,30,McDonnell Douglas MD80,MD80,172,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,2024074.0,4219697.0,186,377,STL_PHX
STL,PHX,2009-01-02,2009-01-30,123457,19:30,23:50,AA1001,M83,05:20,2,30,McDonnell Douglas MD83,MD83,172,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,147,United States_Phoenix,2024074.0,4219697.0,186,377,STL_PHX
LGA,PHX,2009-01-02,2009-01-30,123457,10:45,16:20,AA321,M80,07:35,2,30,McDonnell Douglas MD80,MD80,172,La Guardia,New York,United States,40.777245,-73.872608,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,147,United States_Phoenix,18713220.0,4219697.0,186,12,LGA_PHX
PHL,PHX,2009-01-02,2009-01-30,1234567,06:10,11:50,AA1205,M83,07:40,2,30,McDonnell Douglas MD83,MD83,172,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,5649300.0,4219697.0,186,111,PHL_PHX
BHM,PHX,2009-01-02,2009-01-30,123457,17:30,22:05,AA1955,M80,05:35,2,30,McDonnell Douglas MD80,MD80,172,Birmingham Intl,Birmingham,United States,33.562942,-86.75355,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,147,United States_Phoenix,739573.0,4219697.0,186,1031,BHM_PHX
MCO,PHX,2009-01-02,2009-01-30,1234567,08:05,12:55,AA375,M80,06:50,2,30,McDonnell Douglas MD80,MD80,172,Orlando Intl,Orlando,United States,28.429394,-81.308994,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,172,United States_Phoenix,1822394.0,4219697.0,186,409,MCO_PHX
TPA,PHX,2009-01-02,2009-01-30,123457,13:05,17:40,AA1607,M80,06:35,2,30,McDonnell Douglas MD80,MD80,172,Tampa Intl,Tampa,United States,27.975472,-82.53325,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,147,United States_Phoenix,2908063.0,4219697.0,186,264,TPA_PHX
ORD,PVR,2009-01-02,2009-01-30,1234567,09:10,13:50,AA2265,M83,04:40,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,172,Mexico_Puerto Vallarta,8604203.0,203342.0,2731,51,ORD_PVR
ORD,PVR,2009-01-02,2009-01-30,6,08:00,12:40,AA1785,M83,04:40,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,24,Mexico_Puerto Vallarta,8604203.0,203342.0,2731,51,ORD_PVR
ORD,PVR,2009-01-02,2009-01-30,6,10:35,15:15,AA2235,M83,04:40,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,24,Mexico_Puerto Vallarta,8604203.0,203342.0,2731,51,ORD_PVR
PSP,PVR,2009-01-02,2009-01-30,1234567,11:45,20:30,AA801,M80,06:45,2,30,McDonnell Douglas MD80,MD80,172,Palm Springs Intl,Palm Springs,United States,33.829667,-116.506694,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,172,Mexico_Puerto Vallarta,48518.0,203342.0,2731,13117,PSP_PVR
MIA,RIC,2009-01-02,2009-01-30,1234567,18:55,21:25,AA5589,ER4,02:30,2,30,Embraer RJ145 Amazon,E145,50,Miami Intl,Miami,United States,25.79325,-80.290556,Richmond Intl,Richmond,United States,37.505167,-77.319667,50,United States_Richmond,6445545.0,1075798.0,640,91,MIA_RIC
ORD,RIC,2009-01-02,2009-01-30,1234567,09:20,12:15,AA4187,ER4,01:55,2,30,Embraer RJ145 Amazon,E145,50,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Richmond Intl,Richmond,United States,37.505167,-77.319667,50,United States_Richmond,8604203.0,1075798.0,640,51,ORD_RIC
ORD,RIC,2009-01-02,2009-01-30,1234567,13:55,16:50,AA4139,ER4,01:55,2,30,Embraer RJ145 Amazon,E145,50,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Richmond Intl,Richmond,United States,37.505167,-77.319667,50,United States_Richmond,8604203.0,1075798.0,640,51,ORD_RIC
ORD,RIC,2009-01-02,2009-01-30,1234567,19:20,22:15,AA4169,ERD,01:55,2,30,Embraer RJ140,\N,44,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Richmond Intl,Richmond,United States,37.505167,-77.319667,44,United States_Richmond,8604203.0,1075798.0,640,51,ORD_RIC
STL,RIC,2009-01-02,2009-01-29,1234567,19:15,22:10,AA5530,ER4,01:55,2,29,Embraer RJ145 Amazon,E145,50,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Richmond Intl,Richmond,United States,37.505167,-77.319667,50,United States_Richmond,2024074.0,1075798.0,640,377,STL_RIC
STL,RIC,2009-01-02,2009-01-30,1234567,08:25,11:25,AA5537,ER4,02:00,2,30,Embraer RJ145 Amazon,E145,50,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Richmond Intl,Richmond,United States,37.505167,-77.319667,50,United States_Richmond,2024074.0,1075798.0,640,377,STL_RIC
TUL,RIC,2009-01-02,2009-01-30,1234567,07:05,12:50,AA690,M80,04:45,2,30,McDonnell Douglas MD80,MD80,172,Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Richmond Intl,Richmond,United States,37.505167,-77.319667,172,United States_Richmond,671033.0,1075798.0,640,1112,TUL_RIC
SAN,RIC,2009-01-02,2009-01-30,123457,12:20,21:50,AA1286,M80,06:30,2,30,McDonnell Douglas MD80,MD80,172,San Diego Intl,San Diego,United States,32.733556,-117.189667,Richmond Intl,Richmond,United States,37.505167,-77.319667,147,United States_Richmond,3220118.0,1075798.0,640,234,SAN_RIC
MIA,RNO,2009-01-02,2009-01-30,1234567,06:35,12:15,AA1487,757,08:40,2,30,Boeing 757 all pax models,\N,178,Miami Intl,Miami,United States,25.79325,-80.290556,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108,178,United States_Reno,6445545.0,445020.0,1542,91,MIA_RNO
ORD,RNO,2009-01-02,2009-01-30,1234567,10:00,12:15,AA1487,757,04:15,2,30,Boeing 757 all pax models,\N,178,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108,178,United States_Reno,8604203.0,445020.0,1542,51,ORD_RNO
XNA,RNO,2009-01-02,2009-01-30,123456,06:55,10:45,AA1237,M83,05:50,2,30,McDonnell Douglas MD83,MD83,172,NW Arkansas Regional,Bentonville,United States,36.2818694,-94.3068111,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108,147,United States_Reno,54909.0,445020.0,1542,12461,XNA_RNO
MIA,RSW,2009-01-02,2009-01-30,1234567,17:25,18:20,AA4967,AT7,00:55,2,30,Aerospatiale/Alenia ATR 72,AT72,74,Miami Intl,Miami,United States,25.79325,-80.290556,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,74,United States_Fort Myers,6445545.0,87103.0,10526,91,MIA_RSW
MIA,RSW,2009-01-02,2009-01-30,1234567,20:50,21:45,AA4969,AT7,00:55,2,30,Aerospatiale/Alenia ATR 72,AT72,74,Miami Intl,Miami,United States,25.79325,-80.290556,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,74,United States_Fort Myers,6445545.0,87103.0,10526,91,MIA_RSW
ORD,RSW,2009-01-02,2009-01-30,1234567,06:35,10:25,AA2420,M80,02:50,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,172,United States_Fort Myers,8604203.0,87103.0,10526,51,ORD_RSW
ORD,RSW,2009-01-02,2009-01-30,1234567,12:05,15:55,AA1503,M80,02:50,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,172,United States_Fort Myers,8604203.0,87103.0,10526,51,ORD_RSW
STL,RSW,2009-01-02,2009-01-30,1234567,08:10,11:40,AA1370,M80,02:30,2,30,McDonnell Douglas MD80,MD80,172,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,172,United States_Fort Myers,2024074.0,87103.0,10526,377,STL_RSW
PHX,RSW,2009-01-02,2009-01-30,1234567,13:40,21:20,AA2094,M80,05:40,2,30,McDonnell Douglas MD80,MD80,172,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,172,United States_Fort Myers,4219697.0,87103.0,10526,186,PHX_RSW
TUS,RSW,2009-01-02,2009-01-30,123456,05:50,13:20,AA558,M80,05:30,2,30,McDonnell Douglas MD80,MD80,172,Tucson Intl,Tucson,United States,32.116083,-110.941028,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,147,United States_Fort Myers,888486.0,87103.0,10526,924,TUS_RSW
IAD,SAT,2009-01-02,2009-01-30,123457,19:15,23:40,AA1421,M80,05:25,2,30,McDonnell Douglas MD80,MD80,172,Washington Dulles Intl,Washington,United States,38.944533,-77.455811,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,147,United States_San Antonio,5379184.0,2049293.0,370,129,IAD_SAT
ORD,SAT,2009-01-02,2009-01-30,1234567,10:25,13:25,AA309,M80,03:00,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,172,United States_San Antonio,8604203.0,2049293.0,370,51,ORD_SAT
ORD,SAT,2009-01-02,2009-01-30,123457,18:10,21:15,AA597,M80,03:05,2,30,McDonnell Douglas MD80,MD80,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,147,United States_San Antonio,8604203.0,2049293.0,370,51,ORD_SAT
ORD,SAT,2009-01-02,2009-01-30,6,18:25,21:30,AA597,M83,03:05,2,30,McDonnell Douglas MD83,MD83,172,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,24,United States_San Antonio,8604203.0,2049293.0,370,51,ORD_SAT
RIC,SAT,2009-01-02,2009-01-30,123457,18:05,22:40,AA1337,M83,05:35,2,30,McDonnell Douglas MD83,MD83,172,Richmond Intl,Richmond,United States,37.505167,-77.319667,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,147,United States_San Antonio,1075798.0,2049293.0,370,640,RIC_SAT
STL,SAT,2009-01-02,2009-01-30,1234567,14:15,16:40,AA5380,ERD,02:25,2,30,Embraer RJ140,\N,44,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,San Antonio Intl,San Antonio,United States,29.533694,-98.469778,44,United States_San Antonio,2024074.0,2049293.0,370,377,STL_SAT
